,locus_tag,product
919,AFUA_3G11260,Ubiquitin-ribosomal protein eS31 fusion protein
920,AFUA_3G11300,Proteasome subunit alpha type-1
921,AFUA_3G11320,Spindle pole body component ALP6
922,AFUA_3G11350,ATPase GET3
923,AFUA_3G11360,Eukaryotic translation initiation factor 3 subunit E
924,AFUA_3G11390,26S proteasome regulatory subunit 6B
925,AFUA_3G11400,Aspartic endopeptidase Pep2
926,AFUA_3G11430,Arginase
927,AFUA_3G11610,Non-histone chromosomal protein 6
928,AFUA_3G11640,Homoserine dehydrogenase
929,AFUA_3G11690,Fructose-bisphosphate aldolase
930,AFUA_3G11710,"Saccharopine dehydrogenase [NAD(+), L-lysine-forming]"
931,AFUA_3G11750,Oxysterol-binding protein homolog 4
932,AFUA_3G11820,"Oligoribonuclease, mitochondrial"
933,AFUA_3G11830,Phosphoglucomutase PgmA
934,AFUA_3G11860,Protein BIM1
935,AFUA_3G12080,ADP-ribosylation factor 6
936,AFUA_3G12250,Tyrosine-protein phosphatase CdcA
937,AFUA_3G12270,Glutathione peroxidase-like peroxiredoxin HYR1
938,AFUA_3G12280,Translin
939,AFUA_3G12290,Pre-mRNA splicing factor Dim1
940,AFUA_3G12300,Large ribosomal subunit protein eL22
941,AFUA_3G12350,Plasma membrane proteolipid 3
942,AFUA_3G12370,V-type proton ATPase subunit c
943,AFUA_3G12400,G protein complex alpha subunit GanA
944,AFUA_3G12480,Conidiophore development protein HymA
945,AFUA_3G12490,protein arginine methyltransferase RmtB
946,AFUA_3G12510,Vesicular-fusion protein SEC18
947,AFUA_3G12560,Allantoicase
948,AFUA_3G12600,Beta-glucosidase
949,AFUA_3G12640,"Serine--tRNA ligase, mitochondrial"
950,AFUA_3G12670,Serine/threonine-protein kinase PKH2
951,AFUA_3G12840,Signal peptidase complex catalytic subunit SEC11
952,AFUA_3G12970,Protein PNS1
953,AFUA_3G13000,Mitochondrial chaperone BCS1
954,AFUA_3G13030,T-complex protein 1 subunit gamma
955,AFUA_3G13120,Porphobilinogen deaminase
956,AFUA_3G13270,CTP-dependent diacylglycerol kinase 1
957,AFUA_3G13280,ATP-dependent rRNA helicase SPB4
958,AFUA_3G13320,Small ribosomal subunit protein uS2
959,AFUA_3G13370,Ubiquitin-like modifier HUB1
960,AFUA_3G13380,Ribose-phosphate pyrophosphokinase 5
961,AFUA_3G13390,V-type proton ATPase subunit d
962,AFUA_3G13400,Nucleolar protein 58
963,AFUA_3G13440,Stomatin family protein
964,AFUA_3G13480,Eukaryotic translation initiation factor 2 subunit alpha
965,AFUA_3G13790,Endoplasmic reticulum transmembrane helix translocase SpfA
966,AFUA_3G13850,ADP-ribose glycohydrolase MACROD1
967,AFUA_3G13900,Glutamate--cysteine ligase
968,AFUA_3G13940,Pheromone-regulated membrane protein 10
969,AFUA_3G13970,Phosphatidylserine decarboxylase proenzyme 2
970,AFUA_3G13990,Serine/threonine-protein kinase SSN3
971,AFUA_3G14010,DNA replication licensing factor MCM2
972,AFUA_3G14060,Palmitoyl-protein thioesterase precursor
973,AFUA_3G14140,Metacaspase CasB
974,AFUA_3G14230,Reduced viability upon starvation protein 167
975,AFUA_3G14240,"Cysteine desulfurase, mitochondrial"
976,AFUA_3G14290,EKC/KEOPS complex subunit BUD32
977,AFUA_3G14320,Protein SLY1
978,AFUA_3G14340,Mitotic spindle checkpoint component MAD2
979,AFUA_3G14350,"Translation factor GUF1, mitochondrial"
980,AFUA_3G14370,DNA-directed RNA polymerase III subunit RPC1
981,AFUA_3G14420,Chitin synthase ChsG
982,AFUA_3G14430,NEDD8-conjugating enzyme UBC12
983,AFUA_3G14490,"Ketol-acid reductoisomerase, mitochondrial"
984,AFUA_3G14520,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"
985,AFUA_3G14550,General transcription and DNA repair factor IIH subunit TFB5
986,AFUA_3G14680,Lysophospholipase Plb3
987,AFUA_3G14850,Catabolic 3-dehydroquinase 2
988,AFUA_4G00960,ATP-dependent 6-phosphofructokinase
989,AFUA_4G00970,IMP-specific 5'-nucleotidase 1
990,AFUA_4G02980,N-acetyltransferase ATS1
991,AFUA_4G03000,Lysophospholipase NTE1
992,AFUA_4G03020,Actin-related protein 5
993,AFUA_4G03030,Chromatin-remodeling complex subunit IES6
994,AFUA_4G03040,Protein transport protein GOT1
995,AFUA_4G03070,RQC trigger complex helicase SLH1
996,AFUA_4G03100,Ras-like GTP-binding protein
997,AFUA_4G03120,L-lactate dehydrogenase (cytochrome)
998,AFUA_4G03140,Serine/threonine-protein kinase SKY1
999,AFUA_4G03190,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit"
1000,AFUA_4G03390,Aquaporin
1001,AFUA_4G03630,Sterol 24-C-methyltransferase ERG6
1002,AFUA_4G03640,Pre-mRNA-splicing factor SLT11
1003,AFUA_4G03650,Zuotin
1004,AFUA_4G03760,Glycine dehydrogenase
1005,AFUA_4G03770,Guanine deaminase
1006,AFUA_4G03840,DNA repair and recombination protein RAD26
1007,AFUA_4G03850,Dual specificity protein kinase YAK1
1008,AFUA_4G03860,Eukaryotic translation initiation factor 3 subunit C
1009,AFUA_4G03870,Vacuolar-sorting protein SNF8
1010,AFUA_4G03880,Large ribosomal subunit protein uL30
1011,AFUA_4G03900,Peroxisomal hydratase-dehydrogenase-epimerase
1012,AFUA_4G03950,Cystathionine beta-lyase
1013,AFUA_4G03970,GPI ethanolamine phosphate transferase 1
1014,AFUA_4G03990,Outer mitochondrial transmembrane helix translocase
1015,AFUA_4G04020,FK506-binding protein 1B
1016,AFUA_4G04030,Histidinol-phosphatase
1017,AFUA_4G04110,Protein THP3
1018,AFUA_4G04130,Protein AFG1
1019,AFUA_4G04180,Chitin synthase B
1020,AFUA_4G04210,Leucine aminopeptidase 1
1021,AFUA_4G04260,Queuine tRNA-ribosyltransferase catalytic subunit
1022,AFUA_4G04270,Thymidylate synthase
1023,AFUA_4G04300,Pyridoxal phosphate homeostasis protein
1024,AFUA_4G04310,AP-2 complex subunit alpha
1025,AFUA_4G04350,RNA helicase aquarius
1026,AFUA_4G04360,General transcription and DNA repair factor IIH subunit TFB2
1027,AFUA_4G04410,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
1028,AFUA_4G04460,Large ribosomal subunit protein eL13
1029,AFUA_4G04520,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"
1030,AFUA_4G04550,Xanthine phosphoribosyltransferase 1
1031,AFUA_4G04600,Holocytochrome-c synthase
1032,AFUA_4G04612,Ubiquitin-conjugating enzyme E2 6
1033,AFUA_4G04660,26S proteasome regulatory subunit 8
1034,AFUA_4G04680,D-ribulokinase FGGY
1035,AFUA_4G04740,Guanine nucleotide exchange factor SRM1
1036,AFUA_4G04810,Rab GTPase SrgA
1037,AFUA_4G04820,C-4 methylsterol oxidase ERG25B
1038,AFUA_4G05830,Methylthioribose-1-phosphate isomerase
1039,AFUA_4G05860,"NADH-ubiquinone oxidoreductase 19.3 kDa subunit, mitochondrial"
1040,AFUA_4G05920,"Protein UPS2, mitochondrial"
1041,AFUA_4G05940,Ethanolamine-phosphate cytidylyltransferase
1042,AFUA_4G05950,"Monothiol glutaredoxin-5, mitochondrial"
1043,AFUA_4G05960,Phosphopantothenoylcysteine decarboxylase
1044,AFUA_4G05970,"4-hydroxybenzoate polyprenyltransferase, mitochondrial"
1045,AFUA_4G06000,Large ribosomal subunit protein uL3m
1046,AFUA_4G06090,Protein transport protein SEC13
1047,AFUA_4G06160,"Branched-chain amino acid aminotransferase, cytosolic"
1048,AFUA_4G06180,Casein kinase II subunit beta-1
1049,AFUA_4G06250,Nucleolar protein 4
1050,AFUA_4G06260,Mating-type switch/DNA repair protein Swi10/Rad10
1051,AFUA_4G06380,Sterol carrier protein
1052,AFUA_4G06620,NADP-specific glutamate dehydrogenase
1053,AFUA_4G06690,Ribonucleoside-diphosphate reductase large chain
1054,AFUA_4G06750,Serine-threonine kinase SepH
1055,AFUA_4G06760,ABC1 family protein MCP2
1056,AFUA_4G06770,"Iron sulfur cluster assembly protein 1, mitochondrial"
1057,AFUA_4G06790,Cytochrome b-c1 complex subunit 7
1058,AFUA_4G06830,SUMO-conjugating enzyme UBC9
1059,AFUA_4G06850,Oxalate--CoA ligase
1060,AFUA_4G06870,Mannan polymerase II complex ANP1 subunit
1061,AFUA_4G06890,Sterol 14-alpha demethylase Cyp51A
1062,AFUA_4G06900,Asparagine synthetase [glutamine-hydrolyzing]
1063,AFUA_4G06910,Outer mitochondrial membrane protein porin
1064,AFUA_4G06930,Methionine aminopeptidase 2-2
1065,AFUA_4G06940,Sphingolipid delta(4)-desaturase
1066,AFUA_4G07010,Deoxyribonuclease Tat-D
1067,AFUA_4G07020,L-lactate dehydrogenase (cytochrome)
1068,AFUA_4G07060,"Acyl-coenzyme A thioesterase 9, mitochondrial"
1069,AFUA_4G07130,Diphosphomevalonate decarboxylase ERG19
1070,AFUA_4G07160,ATP-dependent RNA helicase DOB1
1071,AFUA_4G07190,"Ornithine carbamoyltransferase, mitochondrial"
1072,AFUA_4G07210,"Acetolactate synthase small subunit, mitochondrial"
1073,AFUA_4G07220,KH homology domain-containing protein 4
1074,AFUA_4G07250,Small ribosomal subunit protein mS23
1075,AFUA_4G07330,DnaJ homolog subfamily B member 12
1076,AFUA_4G07360,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
1077,AFUA_4G07390,Protein ERP5
1078,AFUA_4G07420,Proteasome subunit beta type-3
1079,AFUA_4G07435,Large ribosomal subunit protein eL36
1080,AFUA_4G07510,Proteasome subunit beta type-4
1081,AFUA_4G07520,Pre-mRNA-splicing factor SAD1
1082,AFUA_4G07580,Eukaryotic translation initiation factor 2 subunit gamma
1083,AFUA_4G07590,CAAX prenyl protease 1
1084,AFUA_4G07605,Large ribosomal subunit protein bL34
1085,AFUA_4G07630,Ribosome biogenesis protein YTM1
1086,AFUA_4G07640,Small ribosomal subunit protein uS13m
1087,AFUA_4G07650,Peptidyl-prolyl cis-trans isomerase B
1088,AFUA_4G07660,ATP-dependent RNA helicase DED1
1089,AFUA_4G07690,Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
1090,AFUA_4G07700,Clathrin heavy chain
1091,AFUA_4G07710,Pyruvate carboxylase
1092,AFUA_4G07730,Large ribosomal subunit protein uL5
1093,AFUA_4G07740,Small nuclear ribonucleoprotein-associated protein B
1094,AFUA_4G07780,Mevalonate kinase ERG12
1095,AFUA_4G07820,"Methionine--tRNA ligase, mitochondrial"
1096,AFUA_4G07845,Large ribosomal subunit protein eL38
1097,AFUA_4G07910,"Presequence protease, mitochondrial"
1098,AFUA_4G08010,Ornithine decarboxylase
1099,AFUA_4G08040,Rab GTPase Ypt5
1100,AFUA_4G08050,Phosphatidylinositol-3-phosphatase SAC1
1101,AFUA_4G08070,Glycylpeptide N-tetradecanoyltransferase
1102,AFUA_4G08110,"Elongation factor G, mitochondrial"
1103,AFUA_4G08140,"Threonine dehydratase, mitochondrial"
1104,AFUA_4G08170,Succinate-semialdehyde dehydrogenase [NADP(+)]
1105,AFUA_4G08190,Pescadillo homolog
1106,AFUA_4G08200,GPI transamidase component GAB1
1107,AFUA_4G08280,Glutaminyl-peptide cyclotransferase
1108,AFUA_4G08300,DNA mismatch repair protein MSH6
1109,AFUA_4G08320,"Tyrosine--tRNA ligase, mitochondrial"
1110,AFUA_4G08330,"Aspartate--tRNA ligase, mitochondrial"
1111,AFUA_4G08340,"Protoheme IX farnesyltransferase, mitochondrial"
1112,AFUA_4G08440,Triacylglycerol lipase 4
1113,AFUA_4G08480,26S proteasome regulatory subunit RPN2
1114,AFUA_4G08500,Transcription elongation factor SPT5
1115,AFUA_4G08580,"Peroxiredoxin PRX1, mitochondrial"
1116,AFUA_4G08720,Lysophospholipase Plb1
1117,AFUA_4G08810,Protein PBDC1
1118,AFUA_4G08880,Glucose-6-phosphate 1-epimerase
1119,AFUA_4G08930,Nucleolar GTP-binding protein 2
1120,AFUA_4G09010,Pre-mRNA-processing factor 39
1121,AFUA_4G09020,Pre-mRNA-splicing ATP-dependent RNA helicase PRP28
1122,AFUA_4G09050,Serine/threonine-protein kinase ATG1
1123,AFUA_4G09110,"Cytochrome c peroxidase, mitochondrial"
1124,AFUA_4G09140,Ornithine aminotransferase
1125,AFUA_4G09360,"ATP synthase subunit 9, mitochondrial"
1126,AFUA_4G09440,Sodium/potassium exporting P-type ATPase
1127,AFUA_4G09520,Synaptobrevin homolog YKT6
1128,AFUA_4G09740,T-complex protein 1 subunit theta
1129,AFUA_4G09750,Large ribosomal subunit protein bL12m
1130,AFUA_4G09840,Kynureninase
1131,AFUA_4G09960,Mitochondrial distribution and morphology protein 34-2
1132,AFUA_4G10010,Hsp90 co-chaperone Cdc37
1133,AFUA_4G10020,Clathrin light chain
1134,AFUA_4G10040,t-SNARE affecting a late Golgi compartment protein 2
1135,AFUA_4G10050,Calmodulin
1136,AFUA_4G10130,Alpha-amylase
1137,AFUA_4G10150,Alpha-glucosidase AgdA
1138,AFUA_4G10210,Phospholipid-transporting ATPase DRS2
1139,AFUA_4G10240,Small nuclear ribonucleoprotein Sm D3
1140,AFUA_4G10280,Phosphorelay intermediate protein YPD1
1141,AFUA_4G10330,Protein farnesyltransferase subunit beta
1142,AFUA_4G10350,Polyubiquitin
1143,AFUA_4G10410,"Aspartate aminotransferase, mitochondrial"
1144,AFUA_4G10430,Peptidyl-tRNA hydrolase 2
1145,AFUA_4G10460,"Homocitrate synthase, mitochondrial"
1146,AFUA_4G10470,Sphingosine-1-phosphate lyase
1147,AFUA_4G10480,Large ribosomal subunit protein uL30m
1148,AFUA_4G10520,Diphthamide biosynthesis protein 3
1149,AFUA_4G10620,4-hydroxyphenylpyruvate dioxygenase
1150,AFUA_4G10660,Chromatin modification-related protein EAF3
1151,AFUA_4G10690,Iron-sulfur assembly protein 1
1152,AFUA_4G10710,t-SNARE VTI1
1153,AFUA_4G10730,RuvB-like helicase 1
1154,AFUA_4G10790,Ribose-phosphate pyrophosphokinase 2
1155,AFUA_4G10800,Small ribosomal subunit protein eS6B
1156,AFUA_4G10950,"3-ketoacyl-CoA thiolase, peroxisomal"
1157,AFUA_4G11000,Vacuolar protein-sorting-associated protein 60
1158,AFUA_4G11050,"NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial"
1159,AFUA_4G11080,Acetyl-coenzyme A synthetase
1160,AFUA_4G11180,DNA-dependent ATPase MGS1
1161,AFUA_4G11190,Kynurenine--oxoglutarate transaminase BNA3
1162,AFUA_4G11220,Xanthine dehydrogenase
1163,AFUA_4G11250,Carbonic anhydrase
1164,AFUA_4G11300,V-type proton ATPase subunit a
1165,AFUA_4G11310,"Fructose-1,6-bisphosphatase"
1166,AFUA_4G11330,Hsp90 co-chaperone AHA1
1167,AFUA_4G11340,"Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]"
1168,AFUA_4G11360,Glycerol-3-phosphate acyltransferase Sct1
1169,AFUA_4G11390,"Cytochrome b-c1 complex subunit 6, mitochondrial"
1170,AFUA_4G11510,Mannose-1-phosphate guanyltransferase
1171,AFUA_4G11530,Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1
1172,AFUA_4G11540,Glycerol kinase
1173,AFUA_4G11580,"Superoxide dismutase [Mn], mitochondrial"
1174,AFUA_4G11650,2-oxoglutarate dehydrogenase
1175,AFUA_4G11840,Glyoxylate reductase
1176,AFUA_4G11880,Pre-mRNA-splicing factor SAP62
1177,AFUA_4G11910,N-terminal acetyltransferase A complex subunit NAT1
1178,AFUA_4G11960,Cytosolic Fe-S cluster assembly factor NAR1
1179,AFUA_4G11970,"DNA-directed RNA polymerases I, II, and III subunit RPABC4"
1180,AFUA_4G12040,Lanosterol synthase ERG7B
1181,AFUA_4G12050,Gluconokinase
1182,AFUA_4G12060,Vacuolar protein sorting-associated protein 26
1183,AFUA_4G12080,Ubiquitin-conjugating enzyme variant MMS2
1184,AFUA_4G12120,NAD-dependent protein deacetylase HST1
1185,AFUA_4G12140,tRNA (guanine(10)-N(2))-methyltransferase
1186,AFUA_4G12160,G2/M-specific cyclin NimE
1187,AFUA_4G12170,Large ribosomal subunit protein uL2m
1188,AFUA_4G12240,Nitrilase NIT2
1189,AFUA_4G12250,Exosome complex exonuclease DIS3
1190,AFUA_4G12280,tRNA (guanine-N(7)-)-methyltransferase
1191,AFUA_4G12390,Cell differentiation protein RCD1
1192,AFUA_4G12430,DNA replication complex GINS protein PSF1
1193,AFUA_4G12490,Vacuolar protein sorting-associated protein 9
1194,AFUA_4G12600,Phosphoribosylaminoimidazole carboxylase
1195,AFUA_4G12620,Copper-transporting ATPase
1196,AFUA_4G12650,Histone acetyltransferase GCN5
1197,AFUA_4G12720,Phosphatase DCR2
1198,AFUA_4G12730,Polyol phosphate phosphatase PYP1
1199,AFUA_4G12750,CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4
1200,AFUA_4G12770,Electron transfer flavoprotein regulatory factor 1
1201,AFUA_4G12840,Methylthioribulose-1-phosphate dehydratase
1202,AFUA_4G12850,Calnexin
1203,AFUA_4G12870,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial"
1204,AFUA_4G12910,Ubiquitin carboxyl-terminal hydrolase CreB
1205,AFUA_4G12920,"Histidine--tRNA ligase, mitochondrial"
1206,AFUA_4G12970,Kexin
1207,AFUA_4G12990,Thioredoxin reductase
1208,AFUA_4G13030,"Citramalyl-CoA lyase, mitochondrial"
1209,AFUA_4G13040,Golgi apparatus membrane protein TVP23
1210,AFUA_4G13120,Glutamine synthetase
1211,AFUA_4G13170,G-protein comlpex beta subunit CpcB
1212,AFUA_4G13180,"Succinate dehydrogenase assembly factor 2, mitochondrial"
1213,AFUA_4G13190,Endoplasmic reticulum vesicle protein 25
1214,AFUA_4G13250,Transgelin
1215,AFUA_4G13270,Protein ORM1
1216,AFUA_4G13330,ATP-dependent RNA helicase HAS1
1217,AFUA_4G13350,U1 small nuclear ribonucleoprotein C
1218,AFUA_4G13390,Actin-related protein ArpA
1219,AFUA_4G13410,Small ribosomal subunit protein mS35
1220,AFUA_4G13460,ISWI chromatin-remodeling complex ATPase ISW2
1221,AFUA_4G13500,Beta-apo-4'-carotenal oxygenase
1222,AFUA_4G13510,Isocitrate lyase
1223,AFUA_4G13530,Cytosolic neutral trehalase
1224,AFUA_4G13680,CDP-diacylglycerol--serine O-phosphatidyltransferase
1225,AFUA_4G13690,H/ACA ribonucleoprotein complex subunit GAR1
1226,AFUA_4G13700,"Threonine--tRNA ligase, cytoplasmic"
1227,AFUA_4G13720,MAP kinase MpkA
1228,AFUA_4G13920,Polygalacturonase
1229,AFUA_4G14450,Mannitol 2-dehydrogenase
1230,AFUA_4G14740,Serine/threonine protein kinase ARK1
1231,AFUA_5G00760,Chitin synthase C
1232,AFUA_5G01020,Alpha N-terminal protein methyltransferase 1
1233,AFUA_5G01030,Glyceraldehyde-3-phosphate dehydrogenase
1234,AFUA_5G01170,Protein SYM1
1235,AFUA_5G01340,Lysophospholipase Plb2
1236,AFUA_5G01440,Peroxiredoxin
1237,AFUA_5G01470,Peroxisomal copper amine oxidase
1238,AFUA_5G01740,Deoxyhypusine synthase
1239,AFUA_5G01760,Nucleolar RNA methyltransferase Nop2
1240,AFUA_5G01800,DNA repair protein RAD14
1241,AFUA_5G01810,Meiotically up-regulated gene 84 protein
1242,AFUA_5G01860,Actin-related protein 2/3 complex subunit 3
1243,AFUA_5G01870,Replication factor C subunit 3
1244,AFUA_5G01950,Histone H2A.Z
1245,AFUA_5G01970,Glyceraldehyde-3-phosphate dehydrogenase
1246,AFUA_5G01980,Histone deacetylase HdaA
1247,AFUA_5G02010,A-pheromone processing metallopeptidase Ste23
1248,AFUA_5G02030,Cleavage and polyadenylation specificity factor subunit 5
1249,AFUA_5G02060,Dephospho-CoA kinase CAB5
1250,AFUA_5G02080,NADH-ubiquinone oxidoreductase
1251,AFUA_5G02150,Proteasome subunit alpha type-4
1252,AFUA_5G02160,RNA-binding protein involved in heterochromatin assembly
1253,AFUA_5G02180,Cysteine synthase 1
1254,AFUA_5G02200,Mitochondrial import inner membrane translocase subunit TIM22
1255,AFUA_5G02220,Serine/threonine-protein kinase SvkA
1256,AFUA_5G02230,D-2-hydroxyglutarate--pyruvate transhydrogenase DLD2
1257,AFUA_5G02240,Methionine adenosyltransferase 2 subunit beta
1258,AFUA_5G02360,Vacuolar protein sorting-associated protein 1
1259,AFUA_5G02370,V-type proton ATPase catalytic subunit A
1260,AFUA_5G02410,ATP-dependent RNA helicase FAL1
1261,AFUA_5G02420,Splicing factor 3A subunit 3
1262,AFUA_5G02440,Anaphase-promoting complex subunit 8
1263,AFUA_5G02450,Farnesyl pyrophosphate synthase ERG20
1264,AFUA_5G02470,4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
1265,AFUA_5G02480,Glycogen [starch] synthase
1266,AFUA_5G02520,DNA replication licensing factor MCM5
1267,AFUA_5G02560,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform
1268,AFUA_5G02570,SAGA complex/NuA4 acetyltransferase complex subunit TRA1
1269,AFUA_5G02580,mRNA splicing protein Yju2
1270,AFUA_5G02590,Anaphase-promoting complex subunit cut9
1271,AFUA_5G02720,Phosphoribosylformylglycinamidine synthase
1272,AFUA_5G02740,Mannosyltransferase KTR4
1273,AFUA_5G02750,"Cytochrome c oxidase subunit 6, mitochondrial"
1274,AFUA_5G02760,Fatty acid elongase Gns1
1275,AFUA_5G02780,"NAD(P) transhydrogenase, mitochondrial"
1276,AFUA_5G02930,60 kDa lysophospholipase
1277,AFUA_5G03020,Large ribosomal subunit protein uL4B
1278,AFUA_5G03050,Pre-mRNA-processing protein 45
1279,AFUA_5G03080,Cell division control protein 12
1280,AFUA_5G03090,Periodic tryptophan protein 2
1281,AFUA_5G03130,Histone acetyltransferase type B subunit 2
1282,AFUA_5G03140,GTP cyclohydrolase 1
1283,AFUA_5G03180,Eukaryotic translation initiation factor 4E type 2
1284,AFUA_5G03250,Ubiquitin carboxyl-terminal hydrolase 15
1285,AFUA_5G03260,Protein ERP3
1286,AFUA_5G03320,General transcription and DNA repair factor IIH helicase/translocase subunit XPB/SSL2
1287,AFUA_5G03350,Glutamine-dependent NAD(+) synthetase
1288,AFUA_5G03430,Lid2 complex component lid2
1289,AFUA_5G03460,Thymidylate kinase
1290,AFUA_5G03480,Methylenetetrahydrofolate reductase 1
1291,AFUA_5G03490,Nucleoside diphosphate kinase
1292,AFUA_5G03500,Glucosidase 2 subunit alpha
1293,AFUA_5G03550,Plasma membrane ATPase
1294,AFUA_5G03560,"Glutamate--tRNA ligase, cytoplasmic"
1295,AFUA_5G03600,Cytosolic Fe-S cluster assembly factor CFD1
1296,AFUA_5G03630,Mitochondrial import protein 1
1297,AFUA_5G03680,Transcription initiation factor TFIID subunit 6
1298,AFUA_5G03740,Alpha-methylacyl-CoA racemase
1299,AFUA_5G03780,"Protein MMF1, mitochondrial"
1300,AFUA_5G03790,Iron transport multicopper oxidase FetC
1301,AFUA_5G03880,Signal recognition particle subunit SRP54
1302,AFUA_5G03900,"Adrenodoxin homolog, mitochondrial"
1303,AFUA_5G03990,Vacuolar aminopeptidase 1
1304,AFUA_5G04030,Large ribosomal subunit protein bL27m
1305,AFUA_5G04060,Ubiquitin-conjugating enzyme E2 G2
1306,AFUA_5G04080,Lanosterol synthase ERG7
1307,AFUA_5G04120,NAD-dependent protein deacylase SIR4
1308,AFUA_5G04130,Cyclin-dependent protein kinase PhoA
1309,AFUA_5G04170,Heat shock protein 90
1310,AFUA_5G04230,"Citrate synthase, mitochondrial"
1311,AFUA_5G04240,Protein NRD1
1312,AFUA_5G04250,Homocysteine synthase
1313,AFUA_5G04320,Secretion related GTPase SrgB/Ypt1
1314,AFUA_5G04330,Aminopeptidase
1315,AFUA_5G04333,General transcription and DNA repair factor IIH subunit SSL1
1316,AFUA_5G04370,"NADH-ubiquinone oxidoreductase 78 kDa subunit, mitochondrial"
1317,AFUA_5G04420,Splicing factor 3B subunit 2
1318,AFUA_5G05450,Small ribosomal subunit protein eS1
1319,AFUA_5G05460,Uracil phosphoribosyltransferase
1320,AFUA_5G05480,Small monomeric GTPase RhbA
1321,AFUA_5G05490,"Serine--tRNA ligase, cytoplasmic"
1322,AFUA_5G05500,D-3-phosphoglycerate dehydrogenase
1323,AFUA_5G05510,Serine/threonine-protein kinase Bur1
1324,AFUA_5G05520,Vacuolar cation-transporting ATPase YPK9
1325,AFUA_5G05540,Nucleosome assembly protein
1326,AFUA_5G05550,Myosin-2
1327,AFUA_5G05560,Inosine triphosphate pyrophosphatase
1328,AFUA_5G05570,Adenylate kinase isoenzyme 6 homolog FAP7
1329,AFUA_5G05590,Aspartokinase
1330,AFUA_5G05610,Pre-mRNA-splicing factor BUD31
1331,AFUA_5G05630,Large ribosomal subunit protein uL23
1332,AFUA_5G05660,25S rRNA (adenine2142-N1)-methyltransferase
1333,AFUA_5G05680,Eukaryotic peptide chain release factor subunit 1
1334,AFUA_5G05710,H/ACA ribonucleoprotein complex subunit CBF5
1335,AFUA_5G05770,Glucan synthesis regulatory protein
1336,AFUA_5G05790,RING-box protein HRT1
1337,AFUA_5G05800,Signal peptidase complex subunit 1
1338,AFUA_5G05820,Homoserine kinase
1339,AFUA_5G05900,Serine/threonine-protein kinase CLA4
1340,AFUA_5G05920,"Glycine--tRNA ligase 1, mitochondrial"
1341,AFUA_5G05930,Ribosome production factor 1
1342,AFUA_5G05950,Reduced viability upon starvation protein 161
1343,AFUA_5G05960,Serine/threonine-protein kinase HAL4/SAT4
1344,AFUA_5G05970,Trafficking protein particle complex subunit BET5
1345,AFUA_5G05980,Calcium/calmodulin-dependent protein kinase kinase CmkC
1346,AFUA_5G06000,"Histone-lysine N-methyltransferase, H3 lysine-36 specific"
1347,AFUA_5G06010,Eukaryotic translation initiation factor 6
1348,AFUA_5G06040,UV excision repair protein RAD23
1349,AFUA_5G06060,E3 ubiquitin ligase complex SCF subunit sconC
1350,AFUA_5G06100,DNA damage tolerance protein RHC31
1351,AFUA_5G06130,"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial"
1352,AFUA_5G06140,Elongator complex protein 3
1353,AFUA_5G06150,V-type proton ATPase subunit f
1354,AFUA_5G06160,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
1355,AFUA_5G06220,Endosomal/prevacuolar sodium/hydrogen exchanger
1356,AFUA_5G06260,Chromatin-remodeling ATPase INO80
1357,AFUA_5G06270,"5-aminolevulinate synthase, mitochondrial"
1358,AFUA_5G06320,Protein YOP1
1359,AFUA_5G06330,Nuclear protein STH1/NPS1
1360,AFUA_5G06360,Large ribosomal subunit protein uL2
1361,AFUA_5G06390,Adenosine kinase
1362,AFUA_5G06420,MAP kinase kinase kinase SteC
1363,AFUA_5G06500,Acyl-CoA dehydrogenase family protein
1364,AFUA_5G06510,Large subunit GTPase 1
1365,AFUA_5G06530,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1366,AFUA_5G06610,Glutathione synthetase GSH2
1367,AFUA_5G06680,4-aminobutyrate aminotransferase
1368,AFUA_5G06700,Serine/threonine protein phosphatase PPT1
1369,AFUA_5G06710,Damage-control phosphatase ARMT1
1370,AFUA_5G06760,Pre-mRNA-splicing factor CWC2
1371,AFUA_5G06770,Ribosome-interacting GTPase 2
1372,AFUA_5G06780,Carbamoyl phosphate synthase arginine-specific small chain
1373,AFUA_5G07040,Ubiquitin-conjugating enzyme E2 1
1374,AFUA_5G07050,26S proteasome regulatory subunit 4
